0	212
1	213
2	210
3	215
4	213
5	212
6	211
7	211
8	214
9	211
10	213
11	213
12	211
13	210
14	211
15	214
16	213
17	212
18	211
19	212
20	209
21	211
22	212
23	208
24	210
25	210
26	212
27	210
28	212
29	212
30	210
31	211
32	214
33	211
34	213
35	212
36	214
37	215
38	215
39	216
40	212
41	212
42	212
43	215
44	211
45	213
46	213
47	214
48	213
49	214
50	215
51	216
52	213
53	215
54	216
55	217
56	219
57	216
58	218
59	215
60	218
61	217
62	218
63	218
64	219
65	218
66	220
67	220
68	219
69	222
70	220
71	222
72	221
73	222
74	222
75	221
76	222
77	222
78	221
79	219
80	222
81	224
82	222
83	226
84	224
85	224
86	223
87	225
88	225
89	225
90	227
91	227
92	226
93	226
94	227
95	228
96	228
97	229
98	228
99	227
100	229
101	227
102	227
103	228
104	229
105	228
106	228
107	226
108	228
109	228
110	232
111	227
112	231
113	230
114	230
115	229
116	231
117	229
118	230
119	229
120	230
121	228
122	230
123	230
124	228
125	232
126	228
127	231
128	230
129	232
130	227
131	229
132	229
133	229
134	228
135	229
136	228
137	229
138	227
139	227
140	228
141	227
142	230
143	230
144	227
145	228
146	228
147	226
148	229
149	226
150	228
151	228
152	226
153	224
154	226
155	227
156	229
157	227
158	225
159	226
160	226
161	226
162	226
163	225
164	224
165	225
166	223
167	224
168	219
169	225
170	223
171	221
172	218
173	219
174	219
175	220
176	221
177	222
178	219
179	217
180	218
181	221
182	218
183	220
184	217
185	216
186	219
187	218
188	218
189	217
190	221
191	216
192	215
193	215
194	217
195	214
196	216
197	213
198	216
199	213
200	213
201	216
202	217
203	211
204	215
205	213
206	213
207	211
208	211
209	212
210	211
211	212
212	214
213	214
214	212
215	213
216	215
217	211
218	211
219	215
220	213
221	213
222	214
223	212
224	216
225	212
226	213
227	212
228	214
229	209
230	212
231	210
232	211
233	209
234	210
235	210
236	211
237	208
238	209
239	212
240	209
241	210
242	212
243	208
244	210
245	211
246	209
247	208
248	215
249	210
250	212
251	208
252	213
253	207
254	208
255	214
