0	43
1	42
2	45
3	40
4	42
5	43
6	44
7	44
8	41
9	44
10	42
11	42
12	44
13	45
14	44
15	41
16	42
17	43
18	44
19	43
20	46
21	44
22	43
23	47
24	45
25	45
26	43
27	45
28	43
29	43
30	45
31	44
32	41
33	44
34	42
35	43
36	41
37	40
38	40
39	39
40	43
41	43
42	43
43	40
44	44
45	42
46	42
47	41
48	42
49	41
50	40
51	39
52	42
53	40
54	39
55	38
56	36
57	39
58	37
59	40
60	37
61	38
62	37
63	37
64	36
65	37
66	35
67	35
68	36
69	33
70	35
71	33
72	34
73	33
74	33
75	34
76	33
77	33
78	34
79	36
80	33
81	31
82	33
83	29
84	31
85	31
86	32
87	30
88	30
89	30
90	28
91	28
92	29
93	29
94	28
95	27
96	27
97	26
98	27
99	28
100	26
101	28
102	28
103	27
104	26
105	27
106	27
107	29
108	27
109	27
110	23
111	28
112	24
113	25
114	25
115	26
116	24
117	26
118	25
119	26
120	25
121	27
122	25
123	25
124	27
125	23
126	27
127	24
128	25
129	23
130	28
131	26
132	26
133	26
134	27
135	26
136	27
137	26
138	28
139	28
140	27
141	28
142	25
143	25
144	28
145	27
146	27
147	29
148	26
149	29
150	27
151	27
152	29
153	31
154	29
155	28
156	26
157	28
158	30
159	29
160	29
161	29
162	29
163	30
164	31
165	30
166	32
167	31
168	36
169	30
170	32
171	34
172	37
173	36
174	36
175	35
176	34
177	33
178	36
179	38
180	37
181	34
182	37
183	35
184	38
185	39
186	36
187	37
188	37
189	38
190	34
191	39
192	40
193	40
194	38
195	41
196	39
197	42
198	39
199	42
200	42
201	39
202	38
203	44
204	40
205	42
206	42
207	44
208	44
209	43
210	44
211	43
212	41
213	41
214	43
215	42
216	40
217	44
218	44
219	40
220	42
221	42
222	41
223	43
224	39
225	43
226	42
227	43
228	41
229	46
230	43
231	45
232	44
233	46
234	45
235	45
236	44
237	47
238	46
239	43
240	46
241	45
242	43
243	47
244	45
245	44
246	46
247	47
248	40
249	45
250	43
251	47
252	42
253	48
254	47
255	41
