0	214
1	212
2	211
3	211
4	211
5	211
6	211
7	211
8	211
9	211
10	211
11	211
12	211
13	211
14	211
15	211
16	211
17	211
18	211
19	211
20	211
21	211
22	211
23	211
24	211
25	211
26	211
27	211
28	211
29	211
30	211
31	211
32	211
33	211
34	211
35	211
36	212
37	212
38	212
39	213
40	213
41	213
42	213
43	214
44	214
45	214
46	215
47	215
48	215
49	215
50	216
51	216
52	216
53	216
54	217
55	217
56	217
57	217
58	217
59	217
60	217
61	217
62	218
63	218
64	218
65	218
66	218
67	219
68	219
69	220
70	220
71	221
72	221
73	221
74	221
75	221
76	221
77	221
78	222
79	222
80	222
81	223
82	223
83	223
84	223
85	223
86	224
87	224
88	224
89	224
90	224
91	224
92	224
93	224
94	224
95	225
96	225
97	226
98	226
99	226
100	227
101	227
102	227
103	227
104	227
105	227
106	227
107	226
108	224
109	221
110	216
111	210
112	203
113	196
114	187
115	178
116	168
117	161
118	157
119	155
120	156
121	157
122	160
123	164
124	169
125	174
126	181
127	187
128	193
129	199
130	205
131	212
132	218
133	223
134	226
135	227
136	227
137	227
138	227
139	227
140	226
141	225
142	225
143	225
144	224
145	224
146	224
147	224
148	224
149	224
150	223
151	223
152	223
153	223
154	223
155	222
156	222
157	222
158	222
159	222
160	221
161	221
162	221
163	221
164	221
165	220
166	220
167	220
168	219
169	219
170	219
171	218
172	218
173	218
174	218
175	218
176	218
177	217
178	217
179	217
180	216
181	216
182	216
183	216
184	216
185	216
186	216
187	216
188	215
189	215
190	215
191	214
192	214
193	214
194	214
195	214
196	213
197	213
198	213
199	213
200	213
201	213
202	213
203	213
204	213
205	213
206	212
207	212
208	212
209	212
210	212
211	212
212	212
213	212
214	212
215	212
216	212
217	212
218	212
219	212
220	212
221	212
222	211
223	211
224	211
225	211
226	211
227	210
228	210
229	210
230	209
231	209
232	209
233	209
234	209
235	209
236	209
237	209
238	209
239	209
240	208
241	208
242	208
243	208
244	208
245	208
246	208
247	208
248	208
249	208
250	208
251	208
252	208
253	208
254	209
255	211
