0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	35
34	108
35	155
36	139
37	168
38	181
39	175
40	161
41	182
42	189
43	178
44	202
45	211
46	220
47	257
48	298
49	367
50	387
51	445
52	404
53	414
54	508
55	550
56	529
57	485
58	525
59	540
60	593
61	703
62	656
63	539
64	455
65	344
66	256
67	243
68	142
69	120
70	108
71	106
72	95
73	99
74	91
75	88
76	101
77	93
78	96
79	103
80	82
81	89
82	96
83	103
84	100
85	100
86	120
87	89
88	79
89	104
90	91
91	88
92	95
93	74
94	95
95	104
96	83
97	97
98	88
99	109
100	91
101	91
102	83
103	93
104	99
105	106
106	93
107	95
108	93
109	90
110	101
111	104
112	110
113	106
114	101
115	101
116	106
117	101
118	113
119	101
120	117
121	108
122	108
123	115
124	96
125	92
126	113
127	98
128	115
129	109
130	120
131	120
132	91
133	91
134	96
135	105
136	114
137	87
138	113
139	97
140	96
141	110
142	93
143	86
144	76
145	87
146	82
147	101
148	89
149	87
150	96
151	88
152	85
153	114
154	113
155	117
156	122
157	133
158	116
159	102
160	102
161	103
162	110
163	138
164	100
165	114
166	118
167	140
168	118
169	140
170	122
171	138
172	140
173	145
174	142
175	159
176	149
177	174
178	188
179	217
180	195
181	194
182	258
183	252
184	282
185	249
186	334
187	407
188	517
189	595
190	605
191	722
192	778
193	778
194	861
195	929
196	976
197	925
198	961
199	941
200	919
201	783
202	767
203	707
204	612
205	514
206	454
207	590
208	943
209	1104
210	1355
211	1889
212	3170
213	3323
214	2295
215	1694
216	1373
217	1229
218	930
219	699
220	512
221	510
222	545
223	611
224	666
225	561
226	391
227	347
228	215
229	131
230	39
231	27
232	20
233	18
234	1
235	7
236	6
237	4
238	4
239	7
240	8
241	9
242	5
243	8
244	8
245	4
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
